pl_orbper,pl_trandeperr1,st_tefferr1,pl_eqt,pl_rade,st_raderr2,pl_trandeperr2,pl_radeerr1,ra,pl_trandep,pl_insolerr1,st_rad,pl_orbpererr1,st_teff,pl_radeerr2,pl_orbpererr2,st_tefferr2,pl_insol,st_raderr1,dec,pl_insolerr2,disposition,source,pl_rad_to_star_rad_ratio,pl_signal_significance
2.470613377,4.2,78.0,1339.0,13.04,-0.038,-4.2,0.51,286.80847,14231.0,106.21,0.964,2.7e-08,5820.0,-0.51,-2.7e-08,-78.0,761.46,0.038,49.316399,-95.76,CONFIRMED,Kepler,13.526970954356846,3388.333333333333
2.204735417,1.7,76.0,2048.0,16.1,-0.11,-1.7,0.81,292.24728,6674.7,651.59,1.952,4.3e-08,6440.0,-0.91,-4.3e-08,-89.0,4148.92,0.099,47.969521,-654.46,CONFIRMED,Kepler,8.247950819672132,3926.294117647059
3.522498429,6.6,112.0,1521.0,14.59,-0.11,-6.6,1.11,281.28812,9145.7,307.23,1.451,1.98e-07,6225.0,-1.11,-1.98e-07,-137.0,1264.67,0.11,42.45108,-276.48,CONFIRMED,Kepler,10.055134390075809,1385.7121212121215
3.709214104,3.0,105.0,1206.0,1.16,-0.107,-3.0,0.17,295.64871,131.1,197.96,1.022,6.536e-06,5833.0,-0.12,-6.536e-06,-117.0,500.46,0.143,48.49556,-130.54,CONFIRMED,Kepler,1.1350293542074363,43.699999999999996
11.521446064,31.9,155.0,753.0,150.51,-0.075,-31.9,39.76,297.07993,17984.0,58.89,0.848,1.98e-06,5795.0,-13.31,-1.98e-06,-172.0,75.88,0.224,47.597401,-19.99,FALSE POSITIVE,Kepler,177.4882075471698,563.7617554858934
19.40393776,53.3,151.0,523.0,7.18,-0.065,-53.3,0.76,289.25821,8918.7,6.66,0.68,2.068e-05,5043.0,-0.68,-2.068e-05,-151.0,17.69,0.072,47.635319,-4.88,FALSE POSITIVE,Kepler,10.558823529411763,167.3302063789869
19.221388942,21.9,182.0,698.0,49.29,-0.096,-21.9,16.03,295.81454,74284.0,54.55,0.947,1.123e-06,6117.0,-5.0,-1.123e-06,-200.0,55.97,0.308,47.69035,-16.4,FALSE POSITIVE,Kepler,52.04857444561774,3391.963470319635
16.46983774,39.9,168.0,595.0,7.94,-0.088,-39.9,0.89,297.15442,10479.0,12.01,0.786,1.361e-05,5152.0,-0.89,-1.361e-05,-153.0,29.61,0.088,47.668701,-8.91,FALSE POSITIVE,Kepler,10.101781170483461,262.63157894736844
9.27358173,16.8,131.0,649.0,2.47,-0.068,-16.8,0.2,288.13824,1288.3,12.49,0.696,1.037e-05,4856.0,-0.24,-1.037e-05,-146.0,41.85,0.056,47.724449,-11.7,CONFIRMED,Kepler,3.5488505747126444,76.68452380952381
6.02930329,34.4,123.0,678.0,2.85,-0.036,-34.4,0.26,283.71088,1912.7,16.4,0.672,5.509e-06,4537.0,-0.15,-5.509e-06,-123.0,50.04,0.062,47.86327,-9.88,CONFIRMED,Kepler,4.241071428571429,55.60174418604652
2.696370652,9.5,149.0,1066.0,1.58,-0.082,-9.5,0.13,283.76547,397.9,96.64,0.819,7.534e-06,4989.0,-0.16,-7.534e-06,-149.0,305.34,0.067,47.804298,-86.33,FALSE POSITIVE,Kepler,1.9291819291819294,41.88421052631579
5.349553819,14.8,85.0,919.0,2.55,-0.086,-14.8,0.16,292.37613,831.0,34.66,0.91,8.834e-06,5185.0,-0.24,-8.834e-06,-77.0,168.99,0.057,47.880989,-38.48,CONFIRMED,Kepler,2.802197802197802,56.148648648648646
3.94105221,13.9,85.0,1018.0,1.7,-0.086,-13.9,0.11,292.37613,363.3,51.91,0.91,1.094e-05,5185.0,-0.16,-1.094e-05,-77.0,253.15,0.057,47.880989,-57.65,CONFIRMED,Kepler,1.868131868131868,26.136690647482016
8.10904807,16.8,85.0,800.0,1.3,-0.086,-16.8,0.09,292.37613,217.4,19.9,0.91,6.787e-05,5185.0,-0.12,-6.787e-05,-77.0,97.03,0.057,47.880989,-22.09,CONFIRMED,Kepler,1.4285714285714286,12.94047619047619
386.6030528,45.8,79.0,297.0,41.5,-0.064,-45.8,1.68,292.27374,24927.0,0.26,1.58,0.0001369,5543.0,-1.68,-0.0001369,-79.0,1.84,0.064,37.671558,-0.24,FALSE POSITIVE,Kepler,26.265822784810126,544.2576419213974
21.67699193,27.1,79.0,530.0,2.95,-0.065,-27.1,0.12,290.46512,857.2,2.78,0.828,7.01e-05,4954.0,-0.23,-7.01e-05,-79.0,18.64,0.032,47.92918,-3.8,CONFIRMED,Kepler,3.56280193236715,31.6309963099631
4.99677968,39.7,175.0,917.0,2.78,-0.069,-39.7,0.52,297.80826,934.7,102.06,0.847,1.389e-05,5339.0,-0.23,-1.389e-05,-159.0,166.95,0.161,47.946671,-42.14,CONFIRMED,Kepler,3.282172373081464,23.544080604534006
4.280963604,14.1,152.0,1012.0,2.3,-0.069,-14.1,0.58,294.26581,750.8,182.24,0.831,6.141e-06,5644.0,-0.19,-6.141e-06,-169.0,247.87,0.207,49.314091,-63.32,CONFIRMED,Kepler,2.7677496991576414,53.248226950354606
1.50635409,18.3,155.0,1452.0,4.53,-0.08,-18.3,1.01,295.66522,2211.7,703.1,0.831,4.7e-07,5714.0,-0.44,-4.7e-07,-172.0,1054.12,0.186,49.351009,-292.26,FALSE POSITIVE,Kepler,5.451263537906137,120.85792349726775
670.645531,33.5,100.0,196.0,14.14,-0.049,-33.5,2.13,296.69861,18091.0,0.15,0.983,0.001237,5520.0,-0.71,-0.001237,-111.0,0.35,0.148,49.316479,-0.06,FALSE POSITIVE,Kepler,14.384537131230926,540.0298507462686
61.2563628,70.6,184.0,505.0,39.87,-0.15,-70.6,12.79,283.72592,5123.3,14.85,1.091,0.000156,6144.0,-5.48,-0.000156,-220.0,15.43,0.35,49.479519,-5.51,FALSE POSITIVE,Kepler,36.54445462878093,72.56798866855524
38.3775486,23.4,82.0,529.0,2.82,-0.124,-23.4,0.37,291.72202,724.2,6.72,1.036,0.0001602,5481.0,-0.34,-0.0001602,-74.0,18.53,0.138,49.480869,-4.93,CONFIRMED,Kepler,2.7220077220077217,30.948717948717952
41.19725502,45.5,75.0,439.0,3.86,-0.072,-45.5,0.15,286.99948,2213.9,1.27,0.848,9.345e-05,5031.0,-0.33,-9.345e-05,-83.0,8.76,0.033,48.37579,-1.9,CONFIRMED,Kepler,4.55188679245283,48.65714285714286
6.252962249,24.5,75.0,823.0,2.65,-0.072,-24.5,0.1,286.99948,1036.9,15.73,0.848,9.577e-06,5031.0,-0.23,-9.577e-06,-83.0,108.3,0.033,48.37579,-23.44,CONFIRMED,Kepler,3.125,42.32244897959184
16.01308419,39.4,164.0,593.0,3.1,-0.082,-39.4,0.34,297.02563,1121.9,11.77,0.826,4.854e-05,5015.0,-0.31,-4.854e-05,-149.0,29.31,0.091,48.478588,-8.24,CONFIRMED,Kepler,3.7530266343825667,28.474619289340104
32.62876672,25.4,152.0,506.0,3.36,-0.077,-25.4,0.76,285.71854,1804.8,10.51,0.798,5.801e-05,5586.0,-0.33,-5.801e-05,-152.0,15.55,0.181,48.505859,-4.18,CONFIRMED,Kepler,4.2105263157894735,71.05511811023622
91.7732862,36.2,152.0,359.0,2.12,-0.077,-36.2,0.48,285.71854,652.0,2.64,0.798,0.0007518,5586.0,-0.21,-0.0007518,-152.0,3.92,0.181,48.505859,-1.06,CONFIRMED,Kepler,2.656641604010025,18.011049723756905
4.959319244,20.0,77.0,1103.0,12.21,-0.13,-20.0,1.96,292.16705,9802.0,146.52,1.082,5.15e-07,5712.0,-1.46,-5.15e-07,-77.0,349.4,0.173,48.727589,-93.21,CONFIRMED,Kepler,11.284658040665434,490.1
2.701287801,20.9,182.0,1222.0,6.54,-0.105,-20.9,1.64,297.92365,860.4,411.33,0.91,5.634e-06,5550.0,-0.75,-5.634e-06,-182.0,527.81,0.228,48.777321,-166.35,FALSE POSITIVE,Kepler,7.186813186813187,41.16746411483254
4.49876511,17.5,189.0,1133.0,2.1,-0.1,-17.5,0.65,298.45685,460.0,365.71,0.969,1.777e-05,6075.0,-0.22,-1.777e-05,-210.0,389.62,0.3,48.791592,-117.4,CONFIRMED,Kepler,2.1671826625387,26.285714285714285
19.651209505,27.7,168.0,730.0,12.42,-0.144,-27.7,3.92,291.0939,11766.0,62.46,1.063,5.862e-06,6074.0,-1.69,-5.862e-06,-210.0,67.03,0.336,48.933842,-23.51,FALSE POSITIVE,Kepler,11.683913452492945,424.7653429602888
5.412203927,4.0,104.0,1093.0,2.94,-0.142,-4.0,0.43,287.88733,601.6,137.29,1.087,3.052e-06,5779.0,-0.38,-3.052e-06,-115.0,337.68,0.157,46.276241,-102.18,CONFIRMED,Kepler,2.704691812327507,150.4
41.43958662,22.6,180.0,516.0,5.5,-0.183,-22.6,1.57,295.55505,2793.1,14.66,1.046,7.557e-05,5468.0,-0.96,-7.557e-05,-164.0,16.72,0.297,49.017342,-6.64,CONFIRMED,Kepler,5.25812619502868,123.58849557522123
8.35389523,28.2,152.0,790.0,2.52,-0.073,-28.2,0.54,285.49924,1041.6,59.06,0.787,1.524e-05,5592.0,-0.24,-1.524e-05,-152.0,91.9,0.169,49.277351,-24.15,CONFIRMED,Kepler,3.2020330368487926,36.93617021276596
4.125543472,13.3,173.0,1243.0,4.43,-0.128,-13.3,1.44,291.93616,1487.3,542.47,1.103,3.133e-06,6174.0,-0.51,-3.133e-06,-239.0,565.35,0.358,49.253979,-188.14,CONFIRMED,Kepler,4.016319129646418,111.82706766917292
2.816504904,11.0,74.0,1219.0,12.21,-0.068,-11.0,1.62,297.01547,16814.0,184.34,0.955,1.65e-07,5532.0,-0.87,-1.65e-07,-83.0,521.13,0.127,49.225288,-97.95,CONFIRMED,Kepler,12.785340314136127,1528.5454545454545
33.93373447,44.3,136.0,430.0,7.34,-0.058,-44.3,0.9,284.17233,8503.7,3.25,0.705,6.154e-05,5040.0,-0.6,-6.154e-05,-151.0,8.11,0.086,49.360722,-2.06,FALSE POSITIVE,Kepler,10.411347517730498,191.95711060948085
3.689920099,13.8,157.0,1147.0,1.89,-0.098,-13.8,0.54,291.62241,426.7,342.24,0.917,8.982e-06,5880.0,-0.2,-8.982e-06,-192.0,408.99,0.262,50.61824,-123.32,CONFIRMED,Kepler,2.061068702290076,30.92028985507246
4.431238488,15.2,77.0,1104.0,3.25,-0.079,-15.2,0.47,295.81616,1010.9,135.26,1.015,6.106e-06,5714.0,-0.25,-6.106e-06,-77.0,351.23,0.148,51.121738,-68.33,CONFIRMED,Kepler,3.201970443349754,66.50657894736842
11.37936986,29.7,77.0,806.0,3.95,-0.079,-29.7,0.57,295.81616,1023.5,38.38,1.015,2.415e-05,5714.0,-0.31,-2.415e-05,-77.0,99.68,0.148,51.121738,-19.39,CONFIRMED,Kepler,3.891625615763547,34.46127946127946
26.39432897,36.3,154.0,489.0,3.07,-0.055,-36.3,0.41,289.39972,1510.9,6.07,0.763,5.724e-05,5129.0,-0.22,-5.724e-05,-154.0,13.49,0.103,51.25032,-3.21,CONFIRMED,Kepler,4.023591087811271,41.62258953168045
13.57078281,6.3,105.0,785.0,2.64,-0.103,-6.3,0.4,300.86398,511.7,38.12,1.012,1.585e-05,5854.0,-0.27,-1.585e-05,-117.0,89.61,0.154,44.337551,-22.92,CONFIRMED,Kepler,2.608695652173913,81.22222222222223
7.12594387,4.4,104.0,997.0,1.79,-0.142,-4.4,0.26,287.88733,192.4,94.86,1.087,1.406e-05,5779.0,-0.23,-1.406e-05,-115.0,233.31,0.157,46.276241,-70.6,CONFIRMED,Kepler,1.6467341306347747,43.72727272727273
7.442652004,37.8,183.0,967.0,15.03,-0.1,-37.8,4.73,288.98682,24446.0,195.52,0.956,7.02e-07,6108.0,-1.58,-7.02e-07,-201.0,206.78,0.301,49.733742,-61.76,FALSE POSITIVE,Kepler,15.721757322175732,646.7195767195768
16.38489988,42.0,82.0,433.0,2.0,-0.029,-42.0,0.09,286.73804,1127.1,1.49,0.615,5.219e-05,4126.0,-0.1,-5.219e-05,-82.0,8.35,0.027,49.97575,-1.35,CONFIRMED,Kepler,3.252032520325203,26.835714285714282
7.8774163,37.7,82.0,553.0,2.16,-0.029,-37.7,0.09,286.73804,1306.1,3.97,0.615,1.493e-05,4126.0,-0.11,-1.493e-05,-82.0,22.18,0.027,49.97575,-3.59,CONFIRMED,Kepler,3.51219512195122,34.644562334217504
36.4454001,53.4,82.0,332.0,1.99,-0.029,-53.4,0.09,286.73804,1122.3,0.51,0.615,0.0001809,4126.0,-0.09,-0.0001809,-82.0,2.88,0.027,49.97575,-0.47,CONFIRMED,Kepler,3.2357723577235773,21.01685393258427
3.728732147,18.5,166.0,1023.0,6.02,-0.07,-18.5,1.22,290.78574,5226.5,162.58,0.809,9.36e-07,5497.0,-0.52,-9.36e-07,-149.0,258.34,0.164,50.054119,-65.21,CONFIRMED,Kepler,7.441285537700864,282.5135135135135
40.4195037,230.0,179.0,467.0,7.51,-0.095,-230.0,1.12,294.31686,6256.0,5.67,0.781,0.0001139,5446.0,-0.91,-0.0001139,-163.0,11.29,0.116,50.080231,-3.57,CANDIDATE,Kepler,9.615877080665813,27.2
2.243380573,25.6,82.0,822.0,1.99,-0.033,-25.6,0.1,285.17621,821.7,21.47,0.564,2.67e-06,4149.0,-0.12,-2.67e-06,-91.0,107.6,0.03,50.149818,-20.32,CONFIRMED,Kepler,3.5283687943262416,32.09765625
10.405998015,22.4,173.0,833.0,11.23,-0.16,-22.4,2.92,289.23553,14489.0,90.01,0.924,2.515e-06,5746.0,-1.95,-2.515e-06,-173.0,113.94,0.241,50.241001,-45.01,FALSE POSITIVE,Kepler,12.153679653679653,646.8303571428572
2.337437946,13.7,79.0,1070.0,2.34,-0.028,-13.7,0.17,293.83331,971.2,69.46,0.765,1.951e-06,5005.0,-0.09,-1.951e-06,-79.0,311.16,0.055,50.23035,-40.17,CONFIRMED,Kepler,3.0588235294117645,70.89051094890512
7.2406612,44.1,79.0,734.0,19.45,-0.028,-44.1,1.4,293.83331,556.4,15.32,0.765,1.617e-05,5005.0,-0.71,-1.617e-05,-79.0,68.63,0.055,50.23035,-8.86,CANDIDATE,Kepler,25.424836601307188,12.616780045351472
3.43591631,3.4,104.0,1272.0,0.55,-0.142,-3.4,0.08,287.88733,23.2,251.11,1.087,4.729e-05,5779.0,-0.07,-4.729e-05,-115.0,617.61,0.157,46.276241,-186.88,CANDIDATE,Kepler,0.5059797608095676,6.823529411764706
11.59822233,46.3,73.0,396.0,2.65,-0.051,-46.3,0.21,296.22195,2804.5,1.49,0.473,1.407e-05,3688.0,-0.29,-1.407e-05,-91.0,5.82,0.037,50.28722,-1.63,CONFIRMED,Kepler,5.602536997885835,60.57235421166307
6.575315881,14.9,162.0,1015.0,5.31,-0.151,-14.9,1.5,290.09805,2793.3,209.1,0.989,3.726e-06,5992.0,-0.81,-3.726e-06,-180.0,251.38,0.28,50.321609,-91.63,CONFIRMED,Kepler,5.369059656218402,187.46979865771812
7.275040844,11.5,164.0,833.0,4.86,-0.067,-11.5,1.05,295.45529,3001.0,75.31,0.867,4.677e-06,5485.0,-0.37,-4.677e-06,-180.0,113.64,0.187,50.49456,-28.97,CONFIRMED,Kepler,5.605536332179931,260.95652173913044
19.27153892,35.3,81.0,393.0,1.93,-0.034,-35.3,0.1,293.97336,1219.8,1.13,0.56,4.145e-05,4077.0,-0.12,-4.145e-05,-81.0,5.66,0.03,50.53191,-1.06,CONFIRMED,Kepler,3.446428571428571,34.555240793201136
10.06524317,39.2,81.0,488.0,1.91,-0.034,-39.2,0.1,293.97336,1053.3,2.69,0.56,1.49e-05,4077.0,-0.12,-1.49e-05,-81.0,13.43,0.03,50.53191,-2.5,CONFIRMED,Kepler,3.410714285714285,26.86989795918367
12.3935651,29.1,166.0,677.0,2.66,-0.065,-29.1,0.54,296.02133,916.6,31.16,0.75,3.932e-05,5557.0,-0.23,-3.932e-05,-166.0,49.68,0.152,50.56778,-12.97,CONFIRMED,Kepler,3.546666666666667,31.49828178694158
43.84439721,7.7,105.0,531.0,2.87,-0.103,-7.7,0.43,300.86398,615.2,7.98,1.012,9.613e-05,5854.0,-0.3,-9.613e-05,-117.0,18.77,0.154,44.337551,-4.8,CONFIRMED,Kepler,2.8359683794466406,79.8961038961039
3.341913228,21.3,175.0,1032.0,21.55,-0.071,-21.3,3.54,292.31595,725.3,145.91,0.811,9.953e-06,5295.0,-1.89,-9.953e-06,-159.0,268.67,0.133,38.27029,-70.67,FALSE POSITIVE,Kepler,26.572133168927248,34.05164319248826
1.626630225,19.0,155.0,1547.0,32.43,-0.145,-19.0,9.0,294.36819,1620.6,1105.99,0.973,1.015e-06,5735.0,-4.83,-1.015e-06,-172.0,1355.88,0.27,38.31028,-486.6,FALSE POSITIVE,Kepler,33.32990750256938,85.29473684210525
2.711504086,14.5,174.0,1420.0,3.12,-0.118,-14.5,1.02,291.65353,837.5,931.74,1.076,3.8e-06,6214.0,-0.34,-3.8e-06,-239.0,960.79,0.353,38.494659,-309.76,CONFIRMED,Kepler,2.899628252788104,57.758620689655174
7.21203748,19.5,174.0,1025.0,3.32,-0.118,-19.5,1.09,291.65353,950.4,252.7,1.076,1.553e-05,6214.0,-0.36,-1.553e-05,-239.0,260.58,0.353,38.494659,-84.01,CONFIRMED,Kepler,3.085501858736059,48.738461538461536
14.1798187,51.9,161.0,711.0,1.88,-0.065,-51.9,0.71,291.0448,459.9,67.75,0.878,0.0001643,5799.0,-0.14,-0.0001643,-168.0,60.35,0.333,51.321671,-14.34,FALSE POSITIVE,Kepler,2.14123006833713,8.861271676300579
8.47237911,26.7,159.0,751.0,2.59,-0.066,-26.7,0.37,296.36652,1123.5,35.44,0.788,1.56e-05,5354.0,-0.22,-1.56e-05,-159.0,75.44,0.113,51.319519,-19.3,CONFIRMED,Kepler,3.2868020304568524,42.07865168539326
60.4189369,49.6,159.0,390.0,2.36,-0.066,-49.6,0.34,296.36652,931.3,2.58,0.788,0.0005043,5354.0,-0.2,-0.0005043,-159.0,5.49,0.113,51.319519,-1.4,CONFIRMED,Kepler,2.99492385786802,18.776209677419352
12.611904345,27.6,156.0,753.0,7.4,-0.091,-27.6,2.2,289.11221,6105.6,66.33,0.919,6.65e-06,5795.0,-0.73,-6.65e-06,-173.0,76.15,0.273,51.737381,-21.39,CONFIRMED,Kepler,8.052230685527748,221.2173913043478
1.433769925,20.4,72.0,1920.0,46.58,-0.23,-20.4,8.01,290.84369,1976.3,1411.94,1.339,7.41e-07,6017.0,-8.0,-7.41e-07,-90.0,3209.29,0.23,37.728828,-1136.62,FALSE POSITIVE,Kepler,34.78715459297984,96.87745098039215
10.31872301,26.4,176.0,876.0,28.59,-0.137,-26.4,8.61,291.84891,871.7,125.69,1.06,2.846e-05,5927.0,-3.69,-2.846e-05,-193.0,139.26,0.319,37.713501,-46.77,FALSE POSITIVE,Kepler,26.971698113207545,33.0189393939394
2.539183147,11.4,82.0,1332.0,2.06,-0.14,-11.4,0.29,291.43997,382.1,290.34,1.062,5.073e-06,5519.0,-0.28,-5.073e-06,-74.0,743.09,0.154,37.905659,-212.44,CONFIRMED,Kepler,1.9397363465160076,33.51754385964912
6.770300385,29.7,166.0,812.0,2.77,-0.037,-29.7,0.46,290.87051,1304.0,53.88,0.679,9.537e-06,5653.0,-0.15,-9.537e-06,-166.0,102.87,0.112,38.273628,-21.24,CONFIRMED,Kepler,4.079528718703976,43.90572390572391
0.444291966,45.9,156.0,1836.0,27.51,-0.04,-45.9,3.46,290.99689,10967.0,1149.42,0.636,9.7e-08,5255.0,-1.73,-9.7e-08,-156.0,2706.26,0.08,38.28492,-599.58,FALSE POSITIVE,Kepler,43.25471698113208,238.93246187363835
10.181584004,53.2,179.0,812.0,7.73,-0.078,-53.2,2.17,291.28195,5741.1,86.75,0.836,6.188e-06,5988.0,-0.72,-6.188e-06,-197.0,102.91,0.234,38.241669,-28.91,CANDIDATE,Kepler,9.24641148325359,107.91541353383458
20.06036336,45.1,70.0,361.0,1.96,-0.04,-45.1,0.13,286.07913,1494.7,0.89,0.493,5.839e-05,3950.0,-0.16,-5.839e-05,-86.0,4.0,0.033,39.27832,-0.9,CONFIRMED,Kepler,3.975659229208925,33.14190687361419
46.1842039,56.4,70.0,273.0,1.83,-0.04,-56.4,0.12,286.07913,1394.7,0.29,0.493,0.0002654,3950.0,-0.15,-0.0002654,-86.0,1.32,0.033,39.27832,-0.3,CONFIRMED,Kepler,3.7119675456389456,24.72872340425532
23.9800854,6.5,105.0,649.0,1.31,-0.103,-6.5,0.2,300.86398,104.0,17.84,1.012,0.0002003,5854.0,-0.13,-0.0002003,-117.0,41.94,0.154,44.337551,-10.73,CONFIRMED,Kepler,1.2944664031620554,16.0
7.82502168,36.4,70.0,494.0,1.2,-0.04,-36.4,0.08,286.07913,520.8,3.1,0.493,3.89e-05,3950.0,-0.1,-3.89e-05,-86.0,14.05,0.033,39.27832,-3.19,CONFIRMED,Kepler,2.434077079107505,14.307692307692307
3.895936525,29.5,167.0,1005.0,7.34,-0.069,-29.5,1.53,294.65524,8544.8,155.31,0.774,7.71e-07,5557.0,-0.65,-7.71e-07,-167.0,241.62,0.161,39.308361,-64.19,CONFIRMED,Kepler,9.483204134366925,289.65423728813556
22.36646466,35.1,160.0,536.0,2.32,-0.052,-35.1,0.38,294.71063,986.8,10.29,0.734,9.761e-05,5395.0,-0.16,-9.761e-05,-160.0,19.45,0.122,39.52174,-4.56,CONFIRMED,Kepler,3.1607629427792916,28.11396011396011
1.625522174,11.8,83.0,1579.0,9.73,-0.161,-11.8,1.41,293.87192,7969.0,576.36,1.106,1.58e-07,5539.0,-1.42,-1.58e-07,-74.0,1467.41,0.161,38.422939,-452.24,CONFIRMED,Kepler,8.797468354430379,675.3389830508474
19.620346923,85.0,76.0,643.0,13.6,-0.061,-85.0,1.82,293.81619,21725.0,14.34,0.905,3.73e-06,5710.0,-0.92,-3.73e-06,-85.0,40.39,0.121,38.563568,-7.31,CANDIDATE,Kepler,15.027624309392264,255.58823529411765
7.544039,28.2,152.0,838.0,17.47,-0.078,-28.2,4.12,293.94116,322.6,81.18,0.824,0.0001023,5657.0,-1.65,-0.0001023,-169.0,116.46,0.194,38.601101,-31.91,FALSE POSITIVE,Kepler,21.20145631067961,11.439716312056738
9.02930689,21.9,167.0,757.0,2.57,-0.082,-21.9,0.44,290.33362,1019.8,43.01,0.82,1.648e-05,5349.0,-0.26,-1.648e-05,-167.0,77.75,0.141,38.72823,-22.28,CONFIRMED,Kepler,3.1341463414634148,46.5662100456621
10.328035714,31.8,169.0,843.0,13.28,-0.186,-31.8,3.64,287.69675,16918.0,98.49,1.024,3.762e-06,5627.0,-2.41,-3.762e-06,-169.0,119.31,0.28,38.886452,-48.58,FALSE POSITIVE,Kepler,12.968749999999998,532.0125786163522
143.2063047,82.4,98.0,308.0,8.9,-0.037,-82.4,0.82,285.28363,10566.0,0.59,0.867,0.0002348,5485.0,-0.38,-0.0002348,-120.0,2.14,0.079,38.947281,-0.35,CONFIRMED,Kepler,10.265282583621685,128.22815533980582
6.164876,4.3,105.0,1021.0,0.79,-0.103,-4.3,0.13,300.86398,55.8,109.03,1.012,4.635e-05,5854.0,-0.08,-4.635e-05,-117.0,256.35,0.154,44.337551,-65.57,CONFIRMED,Kepler,0.7806324110671937,12.976744186046512
60.32494216,64.0,98.0,411.0,12.19,-0.037,-64.0,1.11,285.28363,20280.0,1.89,0.867,3.207e-05,5485.0,-0.52,-3.207e-05,-120.0,6.77,0.079,38.947281,-1.09,CONFIRMED,Kepler,14.05997693194925,316.875
29.1598615,43.5,99.0,524.0,1.91,-0.034,-43.5,0.2,285.28363,488.0,5.61,0.867,0.0002534,5485.0,-0.07,-0.0002534,-112.0,17.85,0.092,38.947281,-2.68,CONFIRMED,Kepler,2.2029988465974624,11.218390804597702
1.540397253,25.7,171.0,1470.0,25.69,-0.083,-25.7,7.44,286.92639,816.1,965.56,0.915,2.702e-06,5663.0,-2.33,-2.702e-06,-188.0,1105.68,0.265,38.921631,-306.98,FALSE POSITIVE,Kepler,28.07650273224044,31.754863813229573
2.99025443,14.1,140.0,918.0,1.7,-0.063,-14.1,0.1,287.74881,589.2,43.55,0.731,1.168e-05,4667.0,-0.15,-1.168e-05,-154.0,168.45,0.042,38.92955,-45.45,FALSE POSITIVE,Kepler,2.3255813953488373,41.787234042553195
1.594745374,20.3,160.0,1539.0,11.3,-0.105,-20.3,3.09,285.21381,15044.0,1067.75,0.893,1.13e-07,5934.0,-1.33,-1.13e-07,-178.0,1329.42,0.244,39.027481,-412.98,CONFIRMED,Kepler,12.65397536394177,741.0837438423645
